,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
152186,0K-XQZRh_56WCky5REiHmQ,D'Pavilion Restaurant & Lounge,3300 Lawrence Avenue E,Toronto,ON,M1H 1A6,43.7579944796,-79.2361140909,3.0,4,1,,"Caribbean, Lounges, Sports Bars, Nightlife, Restaurants, Bars","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}"
154569,xFkUn2tIJY0vkcm1Hl5m_A,Wahlburgers,46 Blue Jays Way,Toronto,ON,M5V 2G3,43.6447325,-79.391851,2.5,303,1,"{'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'WheelchairAccessible': 'True', 'DriveThru': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""'average'"", 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'DogsAllowed': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'False', 'Alcohol': ""u'full_bar'"", 'Caters': 'True', 'ByAppointmentOnly': 'False', 'RestaurantsTableService': 'True', 'WiFi': ""'no'"", 'BikeParking': 'False', 'HappyHour': 'True'}","Sports Bars, American (Traditional), Bars, Nightlife, Restaurants, Burgers, Fast Food, Sandwiches","{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-0:0', 'Friday': '11:30-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-22:0'}"
154654,nOu-pkyvRkRH-Cw3t00gyw,The Football Factory,164 Bathurst Street,Toronto,ON,M5V 2R3,43.6463209,-79.4038606,3.5,43,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'False', 'NoiseLevel': ""u'loud'"", 'WiFi': ""u'free'"", 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'Caters': 'False', 'Alcohol': ""u'full_bar'"", 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'BikeParking': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'OutdoorSeating': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}""}","Modern European, Beer Bar, Breakfast & Brunch, Nightlife, Restaurants, American (Traditional), Sports Bars, Bars","{'Monday': '14:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '7:0-2:0', 'Sunday': '7:0-0:0'}"
155867,vgaOy7n8BQFkPb0wzNX9eA,Lucky Clover Sports Pub,17 Lower Simcoe,Toronto,ON,M5V 3L9,43.641248,-79.3832338,2.0,52,1,"{'HasTV': 'True', 'HappyHour': 'True', 'RestaurantsReservations': 'True', 'WiFi': ""'free'"", 'Smoking': ""u'no'"", 'OutdoorSeating': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsTakeOut': 'False', 'Caters': 'False', 'RestaurantsTableService': 'True', 'CoatCheck': 'False', 'RestaurantsAttire': ""'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'GoodForDancing': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'GoodForKids': 'True', 'Alcohol': ""u'full_bar'""}","Restaurants, Nightlife, Bars, Sports Bars, Irish","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}"
156505,GzFwOScz1yTkoQWxlxI2hw,Time Square Fish Chips Sport Bar,140 The Esplanade,Toronto,ON,M5A 4P5,43.6485276,-79.3702709,4.0,4,0,"{'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'True'}","Bars, Nightlife, Sports Bars, Fish & Chips, Restaurants",
157622,Y5ADR4UCC2_ZMHbQsLJEPw,Shoeless Joe's Sports Grill - 1189 King,1189 King St West,Toronto,ON,M6K 3C5,43.6391683,-79.4254667,3.0,47,1,"{'BusinessParking': 'None', 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""'free'"", 'RestaurantsDelivery': 'True', 'NoiseLevel': ""u'loud'"", 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'RestaurantsAttire': ""u'casual'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""u'full_bar'"", 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'True', 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False'}","Restaurants, Fish & Chips, Bars, Sports Bars, Shopping, Wigs, Burgers, Nightlife, Chicken Wings, Beer Bar","{'Monday': '11:30-1:0', 'Tuesday': '11:30-1:0', 'Wednesday': '11:30-1:0', 'Thursday': '11:30-2:0', 'Friday': '11:30-2:0', 'Saturday': '11:30-2:0', 'Sunday': '11:30-1:0'}"
158318,aic7eCND9zYr3O4qwV3-mw,GameDay - Sports Bar on College,614 College Street,Toronto,ON,M6G 1B4,43.6551707,-79.4146251,4.0,14,0,"{'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'full_bar'"", 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsDelivery': 'False', 'WiFi': ""u'free'"", 'HasTV': 'True'}","Chicken Wings, Canadian (New), Sports Bars, Restaurants, Nightlife, Bars, Burgers","{'Monday': '16:0-0:0', 'Tuesday': '16:0-0:0', 'Wednesday': '16:0-0:0', 'Thursday': '16:0-1:0', 'Friday': '16:0-2:0', 'Saturday': '12:0-2:0', 'Sunday': '12:0-0:0'}"
158787,2vBo1wWJckBnGOHhxt9ecg,St. Louis Bar & Grill,313 Bremner Boulevard,Toronto,ON,M5V 3V3,43.64041,-79.390579,2.5,81,1,"{'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'Caters': 'False', 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'NoiseLevel': ""u'very_loud'"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'False', 'OutdoorSeating': 'True', 'WiFi': ""'free'"", 'RestaurantsReservations': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'GoodForDancing': 'False'}","Sports Bars, Nightlife, Fast Food, Bars, American (Traditional), Chicken Wings, Restaurants","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '11:0-0:0'}"
158897,DfLF3QDZq2RA-8J3Adrxhg,Gabby's Food and Fuel,2076 Queen St. E.,Toronto,ON,M4E 1E1,43.6709549,-79.2966801,3.5,7,1,"{'OutdoorSeating': 'False', 'BikeParking': 'True', 'NoiseLevel': ""u'loud'"", 'Alcohol': ""u'full_bar'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""'free'"", 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'Caters': 'False', 'GoodForKids': 'False', 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}""}","Canadian (New), Restaurants, Seafood, Sports Bars, Nightlife, Pubs, Bars","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}"
159641,SlBl7jXhgv85tkuoTz9IOw,Working Dog Saloon,3676 St Clair Avenue E,Toronto,ON,M1M 1T2,43.7193179,-79.2500575,3.5,19,1,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""u'average'"", 'BikeParking': 'True'}","American (New), Sports Bars, Chicken Wings, Restaurants, Nightlife, Bars","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-0:0'}"
159863,d5n_zQMaVZxFKNnS-4ludA,Hoops Sports Bar & Grill,125 Bremner Blvd,Toronto,ON,M5J 3A8,43.642256,-79.3830636,1.5,122,1,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'very_loud'"", 'OutdoorSeating': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""'free'"", 'GoodForKids': 'False', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'BikeParking': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsDelivery': 'False', 'GoodForDancing': 'False', 'RestaurantsPriceRange2': '2', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True'}","Bars, Nightlife, Sports Bars, Restaurants, American (Traditional)","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}"
161807,MxiIRbKhCgT9Dz0hXg92vw,The Fill Station & Sports Bar,2282 Queen Street E,Toronto,ON,M4E 1G6,43.6733566,-79.2849546,3.5,16,1,"{'GoodForKids': 'False', 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsReservations': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '2', 'BestNights': ""{'monday': True, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'NoiseLevel': ""u'average'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsTableService': 'True', 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'False', 'HasTV': 'True', 'WiFi': ""u'no'"", 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Bars, Canadian (New), Restaurants, Sports Bars, Nightlife, Event Planning & Services, American (New), Venues & Event Spaces","{'Monday': '12:0-1:0', 'Tuesday': '12:0-1:0', 'Wednesday': '12:0-1:0', 'Thursday': '12:0-2:0', 'Friday': '12:0-2:0', 'Saturday': '12:0-2:0', 'Sunday': '12:0-1:0'}"
161827,wNJpk_DvWyqEJfNXhpr2WQ,Toby's Pub and Eatery,411 College Street,Toronto,ON,M5T 1T1,43.6563755,-79.4065972,2.5,70,1,"{'NoiseLevel': ""u'loud'"", 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'False', 'Alcohol': ""u'full_bar'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'WiFi': ""'free'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2', 'HappyHour': 'True'}","American (Traditional), Sports Bars, Bars, Nightlife, Restaurants, Canadian (New)","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}"
166879,NYKxikYKbkacWumJ82TxzA,Queen Victoria Pub,2240 Midland Avenue,Toronto,ON,M1P 4R9,43.7754496,-79.2743833,3.5,16,1,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'GoodForKids': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'True', 'Caters': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""'average'"", 'WiFi': ""u'free'"", 'HasTV': 'True', 'GoodForDancing': 'True', 'RestaurantsTakeOut': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': False}"", 'HappyHour': 'False'}","Restaurants, Nightlife, Bars, Sports Bars, Pubs, British","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}"
168776,zBrm-ejSU0QwDlpFyCs9zQ,Hurricanes Roadhouse Restaurant,963 Bloor Street W,Toronto,ON,M6H 1L7,43.6612107,-79.4286119,3.5,45,1,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'GoodForKids': 'False', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'full_bar'"", 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'WiFi': ""u'free'"", 'HasTV': 'True', 'Music': ""{'dj': False, 'background_music': True, 'no_music': False, 'jukebox': True, 'live': False, 'video': True, 'karaoke': True}""}","Bars, Nightlife, Chicken Wings, Restaurants, American (Traditional), Burgers, Sports Bars","{'Monday': '12:0-2:0', 'Tuesday': '12:0-2:0', 'Wednesday': '12:0-2:0', 'Thursday': '12:0-2:0', 'Friday': '12:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}"
169315,lFxhaA5tyFxKGtLp7yEjNA,Jack Astor's Bar & Grill,73 Front Street E,Toronto,ON,M5E 1B8,43.648569,-79.372899,3.0,59,0,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'OutdoorSeating': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'True', 'Caters': 'False', 'HappyHour': 'True', 'RestaurantsTableService': 'True', 'WiFi': ""'free'"", 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'loud'"", 'RestaurantsGoodForGroups': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'Alcohol': ""u'full_bar'"", 'DriveThru': 'False', 'CoatCheck': 'False', 'HasTV': 'True', 'GoodForDancing': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'Smoking': ""u'no'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}""}","Canadian (New), Sports Bars, American (Traditional), Burgers, Restaurants, Nightlife, Bars","{'Monday': '11:0-1:0', 'Tuesday': '11:0-1:0', 'Wednesday': '11:0-1:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-1:0'}"
170639,wPU0o9H3DHw5aBGVTMRlnA,Rails & Ales Pub,1106 Danforth Avenue,Toronto,ON,M4J 1L5,43.6811487,-79.3345185,3.5,9,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""u'loud'"", 'GoodForKids': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'None', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}""}","Arts & Entertainment, Bars, Pubs, Casinos, Pool Halls, Restaurants, Sports Bars, Burgers, Nightlife","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}"
171037,_3rJXHNQsnMnG-M8MHRkhg,Sidebar,161 Danforth Avenue,Toronto,ON,M4K 1N2,43.6762939,-79.3568142,4.0,13,1,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'True', 'Caters': 'True', 'HappyHour': 'True', 'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'True', 'HasTV': 'True', 'DogsAllowed': 'False', 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': None, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': None}""}","Sports Bars, Cocktail Bars, Pizza, Bars, Nightlife, Restaurants, Italian, Tapas Bars","{'Tuesday': '17:0-1:0', 'Wednesday': '17:0-1:0', 'Thursday': '17:0-1:0', 'Friday': '17:0-1:0', 'Saturday': '17:0-1:0', 'Sunday': '17:0-1:0'}"
176078,Pube7dRYQoptIn0OA0GpdQ,St. Louis Bar & Grill,"92 King St. E., Unit 114",Toronto,ON,M5C 2B8,43.6500732,-79.3748906,3.5,49,1,"{'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'HasTV': 'True', 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'False', 'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BestNights': ""{'monday': False, 'tuesday': True, 'friday': False, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}"", 'WiFi': ""'free'"", 'HappyHour': 'True', 'Caters': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}""}","Bars, Food, Sports Bars, Nightlife, Barbeque, Chicken Wings, American (Traditional), Restaurants","{'Monday': '11:0-0:0', 'Tuesday': '11:0-1:0', 'Wednesday': '11:0-1:0', 'Thursday': '11:0-1:0', 'Friday': '11:0-1:0', 'Saturday': '11:30-0:0', 'Sunday': '11:30-0:0'}"
177287,gj7jcal-6RYk1TRjSWAgTg,Kingsmen Pub & Grill,41 Milner Avenue,Toronto,ON,M1S 3P6,43.7836688553,-79.2531912962,2.5,17,0,"{'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'WiFi': ""u'free'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'False', 'GoodForKids': 'False', 'RestaurantsReservations': 'True'}","Bars, Restaurants, Sports Bars, Nightlife, American (Traditional), Pubs","{'Monday': '11:0-1:0', 'Tuesday': '11:0-1:0', 'Wednesday': '11:0-1:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-1:0'}"
178389,WtLUaAAZyD6vyFXO3xLrsw,Hell's Chicken Restaurant,6080 Yonge Street,Toronto,ON,M2M 3W6,43.7908806,-79.4188945,3.5,14,0,"{'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '2', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'BikeParking': 'True', 'GoodForKids': 'True', 'HasTV': 'True', 'RestaurantsReservations': 'True'}","Bars, Nightlife, Sports Bars, Chicken Wings, Restaurants, Korean","{'Monday': '16:0-3:0', 'Tuesday': '16:0-3:0', 'Wednesday': '16:0-3:0', 'Thursday': '16:0-3:0', 'Friday': '16:0-3:0', 'Saturday': '16:0-3:0', 'Sunday': '16:0-3:0'}"
